"SYMBOL","Date","1Day","1Week","1Month","3Months","6Months","1Year","2Years","Day1Prior","Day2Prior","Day3Prior","Week1Prior","Week2Prior","Week3Prior","Month1Prior","Month2Prior","Month3Prior","Month4Prior","Month5Prior","Month6Prior","Month7Prior","Year1Prior","Year2Prior"
"SPCE",2021-06-07,0.0807149034303835,0.0518881522052466,0.294897665033151,-0.300086480253675,-0.577976362063995,-0.800518881522052,-0.88008071490343,0.105481198215424,0.105481198215424,0.105481198215424,0.110790906179955,0.290070658237263,1.08473557692308,0.768995410504844,0.188013698630137,0.148675496688742,-0.361612072138388,0.375495638382236,0.0263313609467456,0.696332518337408,1.1997463538364,2.36143410852713
"PLUG",2021-01-21,0.0499293452661329,0.0249646726330665,-0.12246820536976,-0.573873449521118,-0.570890249646726,-0.669335845501649,-0.750353273669336,0.01904,-0.0418233789679555,0.0590289324908546,-0.0428313796212806,0.346796362867414,0.878207018578591,0.784533482768282,1.61453201970443,3.2375249500998,4.27235099337748,4.1612641815235,6.46658851113716,7.66530612244898,14.7259259259259,46.8872180451128
"FUBO",2020-12-31,NA,0.0132142857142857,0.508928571428571,-0.21,0.105714285714286,-0.445714285714286,-0.937857142857143,-0.159411588111678,-0.277232834279814,-0.280945043656908,-0.3662290629244,-0.207248018120045,-0.0311418685121107,0.0471204188481676,1.07561156412157,1.31596360628619,1.86298568507157,1.81407035175879,1.8,1.54777070063694,2.14606741573034,NA
"MRTX",2020-04-22,-0.0313107073477318,0.0033139069820591,0.161238715575363,0.419952005485087,1.11335847331733,0.837961375842761,-0.203748143069363,0.0220742817098809,-0.0825120570350177,-0.0351708930540242,0.0557365182772349,0.107581318820402,0.215247882238578,0.196472518457752,-0.0735761168748676,-0.020373894548304,-0.310619190168584,0.00551533953809036,0.116911295469049,-0.00782312925170065,0.389047619047619,2.08677248677249
"MTCH",2020-02-17,NA,-0.0853976531942633,-0.322033898305085,0.0191655801825293,0.4877444589309,1.14941329856584,0.529726205997392,NA,NA,NA,0.00910170162247722,-0.0522794846382557,-0.0930646117368108,-0.160355614092855,-0.0109890109890109,0.0645699972168105,0.069182389937107,-0.0277071682765634,-0.0774240231548481,-0.0037765334027869,0.334379905808477,0.933771486349848
"IAC",2020-02-17,NA,-0.0652594887683965,-0.412277304415182,0.0121998450813323,0.635941130906274,2.36134779240899,1.34082106893881,NA,NA,NA,0.00679743639541661,-0.0410654827968923,-0.0826402406653689,-0.136863136863137,-0.00192529842125519,0.0498177399756987,0.0726256983240225,0.0304114490161002,-0.0474090407938258,-0.0120068610634648,0.0815773002295014,0.596059113300493
"PRNB",2020-01-28,0.00332031249999989,0.1685546875,0.2322265625,0.1572265625,0.6482421875,NA,NA,-0.00485908649173955,-0.105051564411816,-0.105051564411816,-0.150912106135987,-0.0077519379844961,-0.0651816687967866,-0.142378559463987,0.428970136756908,0.47848686110309,0.813031161473088,0.289672544080604,0.352350765979926,0.375604513702311,0.70894526034713,NA
"CDNA",2019-07-17,0.0232558139534883,0.0652454780361756,-0.236757105943152,-0.0823643410852713,-0.255167958656331,0.110142118863049,1.54618863049096,-0.0494319926312557,-0.172192513368984,-0.192277589355596,-0.21679736908677,-0.146872416643703,-0.107266435986159,-0.190799790904339,-0.0546564885496183,0.168301886792453,-0.148514851485148,0.167861184458695,0.301387137452711,0.221783741120758,1.46693227091633,22.6335877862595
"TCX",2019-06-27,0.0260635614595595,0.0474188666554565,-0.158567344879771,-0.0874390448965864,0.0549857070791996,-0.0773499243315958,0.317639145787792,-0.00234859922831741,0.0191945158526135,-0.00251593425025157,-0.0191324426851394,-0.0298531810766721,-0.00899850024995833,-0.0426593689632968,-0.323589626933576,-0.267430401576743,-0.231455156371155,-0.164981746700365,-0.0166997354497354,0.035341225626741,-0.038480194017785,0.0460861917326297
"IRTC",2019-03-14,0.0231926688539427,0.0320171965154429,-0.199683222083946,-0.135083154202964,-0.108383301278425,-0.100011313497002,0.596560696911415,0.0120219830547286,0.012949805179922,0.0110958590711508,-0.0166870619646234,-0.0772523227894353,-0.0519146197575888,0.0482685009487667,0.0789794921875,0.221868952170307,0.300044124135902,0.0580560210677519,-0.0794626119558425,0.0642986152919928,0.37807920174618,1.50325686774285
"QCOM",2019-01-24,0.0096629213483146,-0.0253932584269663,0.0453932584269664,0.72876404494382,0.513932584269663,0.829438202247191,2.39932584269663,-0.0185266872518748,-0.0639461506100126,-0.0805785123966942,-0.0721434528773978,-0.105347808604745,-0.0877408774087741,-0.0527884206045125,-0.0703989972843116,-0.177905043414003,-0.284220685217951,-0.230236983220896,-0.184832386884045,-0.072723484059179,-0.222978872009778,-0.00179452669358453
"JOE",2018-04-25,-0.00911300121506696,0.0382746051032806,0.0650060753341434,0.0589307411907654,-0.125151883353584,0.0243013365735115,0.0103280680437423,-0.0231454005934718,-0.0583524027459954,-0.0556511761331038,-0.0583524027459954,-0.0637087599544936,-0.0985761226725082,-0.121664887940235,-0.0737197523916713,-0.0556511761331038,-0.0737197523916713,-0.107859078590786,-0.052934407364787,-0.107859078590786,-0.0556511761331038,-0.0237247924080663
"QNST",2018-04-12,-0.0895270270270271,-0.0388513513513513,0.119932432432432,0.201013513513514,0.0929054054054054,0.119932432432432,-0.303209459459459,0.167652859960552,-0.038961038961039,-0.0239076669414675,-0.0757220921155348,-0.0728269381362568,-0.174337517433752,-0.118391660461653,0.0145672664952871,0.267665952890792,0.318485523385301,0.328843995510662,0.655944055944056,1.02739726027397,1.93796526054591,2.54491017964072
"KODK",2018-02-08,-0.0270270270270269,0.261261261261261,-0.0810810810810811,-0.018018018018018,-0.378378378378378,-0.488288288288288,-0.362162162162162,-0.0512820512820513,-0.0431034482758621,-0.104838709677419,-0.201438848920863,-0.415789473684211,-0.45320197044335,-0.183823529411765,0.681818181818182,0.48,-0.195652173913044,-0.23972602739726,-0.327272727272727,-0.39344262295082,-0.581132075471698,-0.336917562724014
"PRTA",2017-11-09,0.0205442422058029,-0.0122544602631105,-0.260947918543882,-0.462966300234276,-0.733465489277347,-0.776356100198234,-0.836547125608218,-0.0133357041251778,-0.0897309711286089,-0.103988373970612,-0.0935968637700098,-0.0170062001771479,-0.0519391764906885,-0.10210355987055,-0.0938928804702809,-0.0292162351294611,-0.0880854560394412,0.0632305039279556,0.0712355212355213,0.0561476969927675,-0.010873440285205,-0.0583743424401832
"VSAT",2017-06-14,-0.0152461158704808,-0.043560331058516,-0.060839262378394,-0.124146943516771,0.0492231740961231,-0.0572092347901844,0.273849281254538,-0.00934982738780195,-0.038531341616641,-0.0442686650013877,-0.0416086835513498,0.0554789272030652,0.0474524714828898,0.0528971105335577,0.112421256662898,0.0556407112201105,0.0265315248174095,0.0543478260869567,-0.00534373194685139,-0.0636301835486063,-0.0258840169731259,0.106523136246787
"PLSE",2017-05-10,0.0395614871306005,0.325548141086749,0.453288846520496,0.13441372735939,0.336034318398475,-0.225929456625358,-0.394661582459485,-0.0480943738656987,-0.0905938448201127,-0.103035485250107,-0.188394584139265,-0.141571194762684,-0.181108508977361,-0.0264501160092808,0.152114222954421,1.77880794701987,2.30393700787402,2.69366197183099,2.580204778157,2.34076433121019,NA,NA
"NAK",2017-02-15,-0.110236220472441,-0.452755905511811,-0.468503937007874,-0.28740157480315,-0.413385826771654,-0.562992125984252,-0.625984251968504,0.016,-0.20125786163522,-0.244047619047619,-0.167213114754098,-0.164473684210526,-0.183279742765273,0.114035087719298,0.59748427672956,1.08196721311475,2.73529411764706,2.43243243243243,1.64583333333333,4.77272727272727,6.25714285714286,3.61818181818182
"AG",2016-09-05,NA,-0.0779712339137018,-0.350492051476154,-0.262679788039364,-0.409538228614686,-0.440575321725965,-0.60333080999243,NA,NA,NA,-0.0697498104624716,-0.154376292212267,-0.292387543252595,-0.305995475113122,-0.166440217391304,0.0678851174934725,0.194741966893866,0.801762114537445,1.31073446327684,2.23746701846966,3.13131313131313,0.288865546218487
"DISH",2016-05-12,0.00946511116002641,-0.0228923618754127,0.176975566806075,0.119744662117543,0.241030156284394,0.350869469513537,-0.309267004182258,-0.0427728613569322,-0.0443836769036601,-0.0469897209985316,0.0303923792243138,-0.105708661417323,-0.0555093555093555,0.0386374028349336,-0.0829632620104966,0.0489494343107827,-0.127520645285193,-0.211147768709846,-0.278774408636291,-0.265481002425222,-0.310831310679612,-0.255855855855856
"MYCC",2016-04-11,-0.00245700245700255,0.0581490581490581,0.0278460278460278,0.0851760851760851,0.154791154791155,0.265356265356265,NA,0.00576606260296543,0.00576606260296543,0.00576606260296543,-0.0881254667662434,-0.0826446280991735,-0.140745953553835,-0.161976664378861,0.222222222222222,-0.220306513409962,-0.299081515499426,-0.345308310991957,-0.454179704962003,-0.45829636202307,-0.407856450048497,-0.34
"SAGE",2016-03-24,NA,0.0473701404769684,0.279973864750082,-0.0738320810192747,0.496896439072199,1.04148970924534,4.10388761842535,0.0518900343642611,-0.0835329341317365,-0.0593116164720344,-0.0282539682539683,-0.0727052408361102,-0.0903417533432392,-0.0467144191840548,-0.231869510664994,-0.487183782878204,-0.363485132044084,-0.328286153170946,-0.422561780796076,-0.421579743008314,-0.319777777777778,NA
"LRMR",2016-01-26,-0.134310134310134,-0.185592185592186,-0.212454212454212,-0.142857142857143,-0.622710622710623,-0.504273504273504,-0.27960927960928,0.0353982300884955,-0.0735294117647059,-0.0735294117647059,0.45729537366548,0.224215246636771,0.235294117647059,0.202643171806167,-0.537026568682872,-0.216267942583732,-0.757548845470693,-0.778229082047116,-0.779066630698678,-0.763499855616518,-0.797076313181368,NA
"ALLWF",2015-09-23,0,0,0,-0.0972696245733789,-0.290102389078498,-0.34641638225256,-0.706484641638225,0,-0.12927191679049,-0.0786163522012579,-0.0608974358974359,-0.0608974358974359,-0.0608974358974359,-0.0314049586776859,-0.331050228310502,-0.331050228310502,-0.331050228310502,-0.331050228310502,NA,NA,NA,NA
"BAVA.CO",2015-08-04,-0.0433901738983623,-0.0500590916765152,-0.0166722944453824,-0.0934914739152456,-0.0584163430693904,-0.170268445044741,0.342267432044572,-0.0212748378568183,-0.0669869649115899,-0.0669869649115899,-0.0896795512180128,-0.119125520523498,-0.112592703573301,-0.0477109208569476,-0.105996000150938,0.0117868124359412,-0.159917736330757,-0.0566969262621437,0.610167187712383,0.380170103693347,1.65040832307864,3.99199325747998
"GSAT",2014-10-07,-0.0598290598290597,-0.247863247863248,0.0598290598290599,0.111111111111111,0.337606837606838,-0.183760683760684,-0.478632478632479,0.0353982300884956,-0.222591362126246,-0.222591362126246,-0.360655737704918,-0.393782383419689,-0.379310344827586,-0.385826771653543,-0.365853658536585,-0.465753424657534,-0.393782383419689,-0.261829652996845,-0.110266159695818,-0.075098814229249,0.647887323943662,3.97872340425532
"CATM",2014-05-28,-0.0075059706584783,-0.0330945069941999,0.146707608324804,0.27021494370522,0.337427499147049,0.262026612077789,0.33640395769362,0.0110382890651949,-0.0863466334164588,-0.0863466334164588,-0.0523763336566441,-0.0578592092574735,-0.0962072155411656,-0.109930154873975,-0.231112277019937,-0.275043284689587,-0.253438614365767,-0.327598072952512,-0.314065059677042,-0.254388196387688,0.0099931082012405,0.0408380681818181
"AX",2014-04-09,-0.029718456725756,0.059436913451512,0.0391032325338895,-0.051616266944734,-0.117831074035453,0.168404588112617,0.108967674661105,-0.0164102564102564,0.0446623093681917,-0.041,-0.0875356803044719,-0.0224260958205913,-0.173987941429802,-0.240997229916898,-0.0424363454817774,-0.045771144278607,-0.0318021201413427,0.127572016460905,0.208569628229364,0.194271481942715,1.15990990990991,3.50234741784038
"UNISQ",2013-12-05,-0.0422222222222222,-0.051111111111111,0.0066666666666666,-0.0133333333333334,-0.362222222222222,-0.317777777777778,-0.840666666666667,-0.0740740740740741,-0.0702479338842975,0.0843373493975904,0.0204081632653061,0.206434316353887,0.557093425605536,0.666666666666667,0.347305389221557,0.465798045602606,0.557093425605536,0.376146788990826,0.282051282051282,1.43243243243243,1.04322557210316,0.190476190476191
"FIRE",2013-04-30,0.074748743718593,0.138609715242881,0.208752093802345,0.580192629815745,NA,NA,NA,-0.062978222483814,-0.0642633228840126,-0.0642633228840126,-0.0781702374059063,-0.108456225499347,-0.109619686800895,-0.193651865608644,-0.117190388170056,0.176934450468211,0.01143583227446,-0.0298598415600244,0.121653358384218,-0.00417014178482074,-0.0633457540694255,0.794139744552968
"EZCH",2013-03-12,-0.00906310184660701,0.0337600543786111,-0.0473547071485215,0.165741475019825,0.241644952985159,-0.000793021411578076,-0.074997167780673,0.0507082490179741,-0.000339750849377136,-0.0401261418007829,-0.011755485893417,-0.0413770634231104,-0.115973960941412,-0.244910179640719,-0.320477290223249,-0.36769340974212,-0.352859237536657,-0.308228840125392,-0.340284005979073,-0.215377777777778,-0.456130622304375,-0.109912271856408
"NOW",2012-11-19,0.0196394075981971,-0.0180296200901481,0.0441081777205409,0.0901481004507405,0.297810688989054,0.669349645846748,1.05151320025757,0.0233937397034595,0.0233937397034595,0.0233937397034595,0.0472016183412002,-0.0377942998760843,-0.0260269677014739,-0.095778748180495,-0.182631578947368,0.0264375413086582,0.231074118113357,NA,NA,NA,NA,NA
"PRKR",2012-10-16,-0.0628571428571429,-0.102857142857143,-0.04,0.314285714285714,1.20571428571429,0.925714285714286,-0.308571428571429,-0.116161616161616,-0.129353233830846,-0.129353233830846,-0.208144796380091,-0.261603375527426,-0.25531914893617,-0.29718875502008,-0.235807860262009,-0.440894568690096,-0.21875,0.411290322580645,0.521739130434783,0.548672566371681,0.966292134831461,NA
"MLNX",2012-09-12,0.0264378021110782,0.0320607674854493,0.0198283515833086,-0.309065798559732,-0.410279175298412,-0.62651672092335,-0.589128933609549,-0.0101552582755589,-0.00275454992621742,-0.0855209742895804,-0.140713740781555,-0.125819248016557,-0.0905257491476762,-0.0728070977773712,0.534281822309672,0.559538461538462,0.7426508509541,1.4640252795333,1.67114624505929,1.65993177643663,2.06531599637133,NA
"Z",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0271476385273336,-0.0485704443678953,-0.0151542164378677,0.0284863153975051,0.182109993580141,0.453301762694028,0.255739940895658,0.061287223823247,-0.0165568808972761,0.32311377245509,0.114383699818439
"MSCI",2024-01-18,0.0136714807406457,0.0152129631328796,0.0437120364083461,NA,NA,NA,NA,0.0154101293183766,0.00735742674923728,0.00182005368239125,-0.00694317891897813,-0.0237028808943672,-0.0423191156570184,0.00724570710338064,0.0480229248403722,0.11890682107511,0.0241890012404616,0.0442873021348356,0.0778953614874888,0.17586258981939,0.0907762520517234,0.0793685378124627
"ELF",2023-11-13,0.0917968749999999,0.142372532894737,0.457545230263158,0.793996710526316,NA,NA,NA,0.0230308129140814,0.0230308129140814,0.0230308129140814,-0.0432730133752951,-0.056907416383907,-0.0780894617134192,-0.0405365420652924,-0.252726993393763,-0.264868132698557,-0.158477508650519,-0.0653343581860107,0.0624726955002184,0.0720740577474103,0.961685823754789,2.10204081632653
"ROL",2023-10-05,0.00618151166057878,-0.00280977802753586,0.0629390278168023,0.182635571789829,NA,NA,NA,-0.00280190529560085,-0.0113888888888888,-0.0206384149697303,-0.0473768736616701,-0.0547144754316068,-0.0326175591193258,-0.0554670912951167,-0.106900878293601,-0.166510538641686,-0.125767624662245,-0.133852518861037,-0.0692991631799163,0.0367025924847074,-0.00946284441970488,0.0259440761026234
"IOT",2023-09-25,-0.00296484540448964,0.0770859805167302,-0.061414654807285,0.440491317238458,NA,NA,NA,0.0207522697795072,0.0207522697795072,0.0207522697795072,-0.139890710382514,-0.234683954619125,-0.236663433559651,-0.0653206650831355,-0.0922722029988467,-0.0831067961165049,0.238719832109129,0.30803324099723,0.270037654653039,0.452923076923077,1.02487135506003,NA
"XYL",2023-08-10,-0.00108395743003547,-0.0285770595191171,-0.0675009854158456,-0.0519314150571542,0.202404414662988,NA,NA,0.00108513366873828,-0.0258231736584429,-0.0422801057002642,-0.0549450549450549,-0.0926323319027182,-0.0978753666992621,-0.0906810035842293,-0.0662495399337505,-0.0187584606459099,-0.00685065570561757,0.0498655079660667,-0.0278762333556854,-0.11262679258482,0.0322449394771641,-0.189456869009585
"HIMS",2023-07-17,-0.00109649122807015,-0.0855263157894736,-0.232456140350877,-0.31469298245614,-0.0603070175438595,NA,NA,0.0293453724604966,0.0293453724604966,0.0293453724604966,0.0592334494773519,0.00109769484083422,0.10948905109489,0.0543352601156068,-0.111976630963973,-0.170909090909091,-0.0636550308008215,-0.0529595015576326,0.211155378486056,0.363228699551569,0.655172413793103,-0.00109529025191693
"PERI",2023-05-24,0.032675509543837,-0.0042057586541572,0.058233581365254,0.080232934325461,-0.0647039792947266,NA,NA,0.0201320132013201,-0.0273757079924481,0.00914136467515511,-0.0111964171465132,-0.085773439810707,-0.0890067786619511,-0.143530063729565,-0.192528735632184,-0.0924838520258368,-0.0415503875968992,0.246370967741935,0.175285171102662,0.332327586206897,0.728747203579418,0.876745598057074
"DV",2023-05-03,0.00263256863482513,0.048890560361038,0.315908236179015,0.350131628431741,0.0368559608875517,NA,NA,-0.0231447465099191,-0.0802490487720512,-0.0961930659415364,-0.102295746117488,-0.128196721311475,-0.121572514040304,-0.140594699418229,-0.0404186214363046,-0.0550817341862118,0.220844811753903,-0.0362450163102573,0.0258487654320987,-0.0503571428571429,0.236744186046512,-0.256431767337808
"NVEI",2023-04-19,0.0033726812816189,-0.069380872079017,-0.238014936159961,-0.129125511924837,-0.631895928691881,NA,NA,0.000723240115718446,-0.00646242221158456,-0.000962695547533072,-0.0090713774170447,0.0292586164145797,0.000482043865991709,0.0284935579781962,0.283153013910355,0.337737673219465,0.645915939730373,0.406165311653116,0.610162916989915,0.396702557200538,-0.386128364389234,-0.390455212922173
"WTRG",2023-03-09,-0.00222441917943656,0.0311418685121107,0.0778546712802768,0.00519031141868514,-0.130004943153732,NA,NA,-0.0155717761557178,0.00671808907688488,-0.0124481327800829,-0.0172455671605538,-0.0745654162854528,-0.0821234119782214,-0.116207951070336,-0.138782460621541,-0.128392934080138,-0.0405501541380128,0.0414414414414414,-0.130453470879003,-0.160929075072584,-0.086062796476169,0.0393013100436682
"AI",2023-02-20,NA,0.0258899676375406,0.051779935275081,0.168747110494683,0.469255663430421,0.250577901063338,NA,NA,NA,NA,0.127719962157048,-0.134664246823956,0.462576687116564,0.760709010339734,1.15942028985507,0.93192868719611,0.898089171974522,0.812927756653992,0.247514390371533,0.288648648648649,0.125058990089665,-0.822803627174075
"PGNY",2023-02-08,-0.0374807987711213,0.0442396313364057,-0.0617511520737327,0.161290322580645,0.199385560675883,0.23963133640553,NA,0.0168697282099344,-0.0263236613819923,-0.0851602023608769,-0.0755467196819087,-0.0210526315789475,-0.0292275574112736,0.0930154466084619,0.036624203821656,-0.135687732342007,-0.150795721367075,-0.244428969359332,-0.274570982839314,0.0955907101985862,-0.165384615384615,-0.357354392892399
"SMCI",2023-01-11,0.0640126967332364,0.0431159899484196,0.190583256183045,0.384472953313054,2.65877529427324,3.54053696600979,NA,-0.0352175577389308,-0.108057095670638,-0.104040763123593,-0.0807294832826748,-0.061910669975186,-0.0984857517586742,-0.151973979362943,-0.0941655684677129,0.370988213961922,0.192210659098076,0.157709386005206,0.839659367396594,0.601567464520229,0.683589401024271,1.35545171339564
"SAP.TO",2022-11-30,-0.00621118012422369,0.0102484472049689,0.00931677018633532,0.1,0.0627329192546583,-0.191925465838509,NA,0.0350369656059146,-0.0260133091349062,-0.0185918927156355,-0.0245380187821871,-0.032451923076923,0.0180208662662031,0.00719424460431667,0.0141732283464568,0.0028028651510434,0.0772833723653397,0.196136701337296,0.307348761672757,0.244684963277928,0.20961682945154,-0.0318701142513528
"WDFC",2022-10-19,-0.115463051823417,-0.0741962571976968,0.0206333973128599,0.0272912667946258,0.120261516314779,0.216350767754319,NA,-0.0230868393296613,-0.0109746692768582,0.0150380517503805,-0.0275882181393992,-0.0792511183520185,-0.0672485173995749,-0.0923344947735192,-0.165607326960613,-0.0539098853705595,-0.0578129415089008,-0.0219406312331339,-0.101675736839269,-0.0665696209618723,-0.242526124488869,-0.102787643956517
"MGPI",2022-10-13,-0.0410703783571848,-0.0186237992550479,0.105567535777299,0.00548911978043523,-0.0447951382081944,-0.0378357184865713,NA,0.0706265085528386,0.0126054590570719,-0.0217662287851185,-0.0572035856205526,-0.0119128329297821,-0.01799980748869,-0.0904065620542083,-0.0660930062248261,-0.0192270717169775,0.0801482265749073,0.0444307944307943,0.106507592190889,0.254241455618392,0.55898533007335,1.55817452357071
"BR",2022-09-29,-0.0175585869185029,-0.00993354319692191,0.013571178733823,-0.0875830710038474,-0.00195872682756209,0.242462399440364,NA,-0.0133213694091663,-0.0163765223973029,-0.0411831779462071,-0.0653197332287172,-0.102129263237234,-0.136931715268973,-0.14513814137065,-0.0810619696580099,0.00761260308733336,0.0242172386616035,0.034744842562432,-0.0479520479520481,0.0177274668944894,-0.112662942271881,0.151800821851583
"FIGS",2022-09-08,0.0516185476815398,-0.094488188976378,-0.251093613298338,-0.31846019247594,-0.440944881889764,-0.513560804899388,NA,0.0187165775401069,0.0353260869565218,-0.00435540069686417,-0.0129533678756477,-0.0403022670025189,-0.0280612244897959,-0.0305343511450381,0.151057401812689,0.472938144329897,-0.072992700729927,-0.461103253182461,-0.333916083916084,-0.448891031822565,-0.729018492176387,NA
"SKX",2022-07-20,-0.00258866166192082,-0.0574682888946416,0.0222624902925188,-0.0698938648718613,0.192337561480714,0.378462334972819,NA,0.0189923503033502,0.040678879310345,0.0520152505446624,0.0451839826839827,0.0793517742386142,0.0471672539983736,0.0592267617219634,0.0691945751453086,-0.0619232637202525,-0.0655539429124335,-0.190486169321039,-0.11072744014733,-0.0716173996635423,-0.207914701660857,0.374244041266453
"GNRC",2022-06-23,0.0118967148844127,-0.0510567347122707,0.0812040917489073,-0.207651750709747,-0.595376503988103,-0.41836780676851,NA,0.0439384673284095,0.00877352486589693,0.00753688989784334,-0.00928612884503778,-0.201389138805916,-0.174902398215282,0.0291239623429022,-0.0675266829145306,-0.290137871469243,-0.18111369423226,-0.224606030958454,-0.368299695408352,-0.492312971859986,-0.453585147247119,0.901705373211072
"AMR",2022-05-18,-0.00931098696461841,0.105041727015656,-0.0500724187875027,-0.0193806469411684,0.069177184633423,-0.00882819504793435,NA,-0.0162165829827655,0.00848577589204979,-0.0441060126582278,-0.0279565567176186,-0.0628877973112719,-0.00908966648441761,-0.0530956112852664,0.26606706252183,0.747077961200145,1.17050898203593,1.97232472324723,2.1492180712424,1.4616298811545,9.28297872340426,NA
